(2053.75 , 618.75)
(647.5   , 1253.75)
(1908.75 , 682.5)
(1888.75 , 497.5)
(838.75  , 450)
(1691.25 , 1266.25)
(748.75 , 447.5)
(656.25 , 443.75)
(648.75 , 987.5)
(647.5 , 1166.25)
(2111.25 , 770)
(648.75 , 1077.5)
(1003.75 , 1258.75)
(1288.75 , 467.5)
(1377.5 , 471.25)
(1438.75 , 1263.75)
(2281.25 , 688.75)
(2132.5 , 511.25)
(1935 , 1267.5)
(2267.5 , 940)
(2246.25 , 1268.75)
(2257.5 , 1105)
(1991.25 , 465)
