0 331.297699 501.053436
1 349.359375 1013.914063
2 352.9758 1097.822632
3 356.669342 1181.693604
4 360.641663 1264.925049
5 412.978271 497.956512
6 495 494.913666
7 662.071411 488.192871
8 684.888062 1266.26123
9 919.139832 479.076904
10 964.257568 804.530273
11 969.426819 869.487793
12 984.301575 779.428589
13 989.099976 797.68335
14 994.603149 817.888916
15 997.207336 896.439026
16 997.447083 870.529419
17 997.614441 844.265076
18 1005.775024 830.0625
19 1006.516785 476.45636
20 1015.453125 788.015625
21 1022.790161 868.074097
22 1031.476807 830.895386
23 1031.891846 804.378357
24 1037.078979 858.407898
25 1059.560059 829.666687
26 1094.473022 473.58783
27 1098.777832 666.537048
28 1099.050781 696.542358
29 1103.901978 715.5
30 1108.833374 1267.195679
31 1116.671875 676.140625
32 1121.134033 750.752563
33 1130.653442 725.742554
34 1132.870361 654.555542
35 1136.050781 683.542358
36 1144.366333 702.0495
37 1153.309814 941.760559
38 1153.37146 970.485718
39 1155.009888 737.445557
40 1157.515747 921.326294
41 1160.927734 694.783142
42 1164.21875 886.125
43 1172.694458 959.75
44 1174.2771 732.024109
45 1179.247437 906.824707
46 1184.325562 708.837219
47 1190.402832 946.180542
48 1191.5 977
49 1192.851807 684.296265
50 1196.824707 927.68042
51 1201.831543 888.905273
52 1204.714355 723.675293
53 1214.851318 931.945923
54 1220.884644 893.640991
55 1232.103882 915.428589
56 1244.723633 937.171021
57 1250 901.5
58 1276.5 834.5
59 1301.199951 865.031616
60 1302.119263 835.889893
61 1305.912598 807.058228
62 1323.578369 796.068604
63 1327.786499 987.752808
64 1328.06604 842.424561
65 1338.112305 1017.60675
66 1345.769897 1037.769897
67 1348.796143 828.621338
68 1353.592529 802.018555
69 1353.674194 994.359558
70 1357.47998 775.849976
71 1361.736816 466.66449
72 1361.894775 1073.166626
73 1363.850586 967.563232
74 1370.729126 1267
75 1371.695679 1047.026123
76 1378.860474 1001.930237
77 1380.675903 810.333313
78 1382.634766 1018.626099
79 1385.571411 965.142822
80 1398.5 1057.362061
81 1398.959961 996.719971
82 1408.585449 983.073181
83 1416.5 968.5
84 1431.511719 998.930237
85 1635.916138 1266
86 1724.839355 1265.379517
87 1813.766235 458.233765
88 1990.923706 1263.85498
89 1993.561646 1087.260254
90 1995.201294 908.714294
91 1995.726074 455.541412
92 1995.844116 637.441528
