0 1614.5533 1442.1185
0 1647.3651 1431.1523
108 1626.3995 1419.4604
0 1605.2802 1408.6113
0 1639.6215 1399.7797
0 1935.4448 1267.3999
35 1439.0376 1263.8091
0 1004.1577 1258.9326
69 648.3085 1253.8495
0 648.6928 1165.6746
0 2258.6697 1105.63
0 2013.7972 1099.1864
0 1975.4542 1086.7169
0 338.36774 1082.4738
109 2000.9374 1076.3492
0 649.3485 1076.8053
117 348.5037 1064.3092
0 2025.1147 1059.4948
0 325.52228 1058.1805
0 1986.8129 1054.0404
0 649.9196 987.42084
0 1206.7185 970.91895
0 1168.942 948.7963
84 1198.591 942.58356
0 2269.3267 940.2971
0 1227.3663 932.1883
0 1192.0045 914.00555
0 1367.3081 733.0285
0 1409.8431 722.89435
122 1385.4961 707.2232
0 1358.9543 691.0977
0 1398.3618 677.1453
0 2394.328 619.5954
0 2349.9749 615.8238
118 2371.4885 597.6599
0 2356.0618 574.67303
0 1135.8417 553.95465
0 1136.8972 537.2498
0 1065.3627 529.4277
0 1094.2957 522.9037
66 2293.348 519.6817
0 1163.5265 514.77893
0 1064.323 511.96463
62 2135.3577 510.62955
60 2055.164 505.98917
76 1125.4847 502.63254
0 1062.3497 496.39334
0 1891.6948 496.8076
0 1094.4807 495.40088
0 1160.6171 488.458
56 1466.621 474.49695
0 1378.8844 470.5236
36 1290.6406 466.44153
0 1021.8723 455.33508
0 840.53534 448.80057
0 749.4881 445.59473
70 657.82965 442.652
