35 1108.9811 1267.5908
0 1370.9227 1267.3186
0 685.1821 1266.5834
68 1636.0942 1266.2814
0 1724.9491 1265.6844
69 361.08328 1265.2672
0 1991.1025 1264.0331
0 357.07935 1181.9763
0 353.34427 1098.1841
376 1371.7681 1091.3458
65 1993.746 1087.6013
380 1594.663 1054.5353
0 349.66318 1014.0613
0 1174.1997 965.51483
378 1465.3872 960.79004
0 1145.5692 942.2109
84 1172.411 938.44855
0 1196.8359 937.67505
0 1168.8617 911.24554
0 1995.3182 909.00275
381 1334.4469 869.5711
379 1557.269 830.76385
0 1996.1455 637.7801
0 508.17554 601.4538
0 1280.8422 581.0782
70 331.49316 501.3765
63 413.2158 498.18954
0 495.40964 495.08167
64 662.4395 488.6008
36 919.59283 479.51416
0 1006.75946 476.79086
56 1094.7186 473.96884
57 1361.9292 467.0393
0 1542.2583 463.11398
60 1723.4414 459.7842
0 1814.0947 458.38327
66 1995.9961 455.81387
