68 1934.8431 1267.2928
0 1690.8375 1265.9387
35 1438.692 1263.9457
0 1003.5083 1259.2552
69 647.4294 1254.3566
0 647.77466 1166.1432
0 2257.3303 1105.255
376 1711.7167 1095.3065
0 648.3553 1077.254
380 1923.2247 1065.3002
0 648.92285 988.0396
378 1803.3184 971.86456
0 1517.5161 963.94653
0 1549.604 942.9638
0 2267.432 940.0308
85 1525.0048 937.5972
0 1500.6411 929.4755
0 1530.2113 910.01
381 1678.8624 878.778
379 1891.5199 850.55096
0 2281.5325 688.9361
0 1649.1498 594.6774
0 856.91595 562.4588
0 2290.3054 520.0191
0 2132.6995 511.12393
60 2052.681 506.63815
0 1889.5944 497.5828
57 1722.5128 488.63144
56 1465.082 475.60742
0 1377.526 471.69864
36 1289.3011 467.6742
64 1020.72046 456.71127
0 839.3858 450.22086
63 748.3589 447.0414
70 656.6654 444.03214
